Facility Name,"1/1/2020
 Adult Dogs
 In Shelter","1/1/2020
 Adult Dogs
 In Foster Care","2020
 Adult Dogs
 Stray","2020
 Adult Dogs
 Owner Relinquished","2020
 Adult Dogs Transfer from another Colorado Organization","2020
 Adult Dogs
 Transfer from Out of State","2020
 Adult Dogs
 Other Intake","2020
 Adult Dogs
 Adoption","2020
 Adult Dogs
 Returned to Owner (RTO)","2020
 Adult Dogs
 Transfer to another Colorado Organization","2020
 Adult Dogs
 Transfer to Out of State","2020
 Adult Dogs
 Other Transfer","1/1/2020
 Juvenile Dogs
 In Shelter","1/1/2020
 Juvenile Dogs
 In Foster Care","2020
 Juvenile Dogs
 Stray","2020
 Juvenile Dogs
 Owner Relinquished","2020
 Juvenile Dogs
 Transfer from another Colorado Organization","2020
 Juvenile Dogs
 Transfer from Out of State","2020
 Juvenile Dogs
 Other Intake","2020
 Juvenile Dogs
 Adoption","2020
 Juvenile Dogs
 Returned to Owner (RTO)","2020
 Juvenile Dogs
 Transfer to another Colorado Organization","2020
 Juvenile Dogs
 Transfer to Out of State","2020
 Juvenile Dogs
 Other Transfer","1/1/2020
 Adult Cats
 In Shelter","1/1/2020
 Adult Cats
 In Foster Care","2020
 Adult Cats
 Stray","2020
 Adult Cats
 Owner Relinquished","2020
 Adult Cats
 Transfer from another Colorado Organization","2020
 Adult Cats
 Transfer from Out of State","2020
 Adult Cats
 Other Intake","2020
 Adult Cats
 Adoption","2020
 Adult Cats
 Returned to Owner (RTO)","2020
 Adult Cats
 Transfer to another Colorado Organization","2020
 Adult Cats
 Transfer to Out of State","2020
 Adult Cats
 Other Transfer","1/1/2020
 Juvenile Cats
 In Shelter","1/1/2020
 Juvenile Cats
 In Foster Care","2020
 Juvenile Cats
 Stray","2020
 Juvenile Cats
 Owner Relinquished","2020
 Juvenile Cats
 Transfer from another Colorado Organization","2020
 Juvenile Cats
 Transfer from Out of State","2020
 Juvenile Cats
 Other Intake","2020
 Juvenile Cats
 Adoption","2020
 Juvenile Cats
 Returned to Owner (RTO)","2020
 Juvenile Cats
 Transfer to another Colorado Organization","2020
 Juvenile Cats
 Transfer to Out of State","2020
 Juvenile Cats
 Other Transfer",
Colorado Beagle Rescue,71.00,0.00,0.00,1.00,2.00,62.00,6.00,71.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Bullies & More,0.00,9.00,0.00,11.00,7.00,52.00,0.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,16.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Canine Rescue,0.00,13.00,0.00,1.00,0.00,20.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,35.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Corgis and Friends,0.00,0.00,0.00,14.00,21.00,98.00,0.00,121.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,7.00,6.00,34.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Feline Foster Rescue,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2.00,44.00,0.00,39.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,287.00,0.00,235.00,0.00,0.00,0.00,0.00,
Colorado Greyhound Adoption,0.00,36.00,0.00,171.00,3.00,15.00,0.00,183.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,8.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Japanese Chin Rescue,0.00,14.00,0.00,5.00,7.00,15.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Kitty Coalition,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,5.00,0.00,39.00,0.00,51.00,0.00,0.00,0.00,0.00,0.00,16.00,75.00,3.00,0.00,199.00,0.00,287.00,0.00,0.00,0.00,0.00,
Colorado Liaison for Animal Welfare Alliance Inc,0.00,22.00,0.00,15.00,0.00,7.00,0.00,18.00,2.00,0.00,0.00,1.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Pug Rescue,0.00,22.00,0.00,48.00,24.00,3.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Puppy Rescue of Colorado,0.00,0.00,0.00,1.00,2.00,63.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,55.00,1221.00,0.00,1237.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Reptile Humane Society,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Rez Muttz,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Rhodesian Ridgeback Rescue,4.00,0.00,0.00,5.00,8.00,0.00,0.00,7.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado St Bernard Rescue Inc,0.00,19.00,0.00,19.00,3.00,9.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,12.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Colorado Wyoming Vizsla Rescue Group Inc.,0.00,4.00,0.00,8.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Cooper's Companions Rescue,0.00,14.00,0.00,84.00,17.00,23.00,0.00,103.00,0.00,9.00,9.00,0.00,0.00,0.00,0.00,48.00,5.00,64.00,0.00,85.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,8.00,0.00,9.00,0.00,0.00,
Copper Fox Ranch Arctic Breed and Wolf Dog Rescue,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
County of Clear Creek Animal Shelter,24.00,11.00,82.00,28.00,0.00,145.00,35.00,170.00,100.00,19.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,27.00,4.00,29.00,17.00,0.00,1.00,8.00,42.00,13.00,7.00,0.00,1.00,0.00,0.00,17.00,0.00,0.00,1.00,0.00,3.00,0.00,15.00,0.00,0.00,
County of Park Animal Shelter,1.00,0.00,120.00,15.00,0.00,0.00,0.00,0.00,97.00,21.00,0.00,15.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,28.00,3.00,0.00,0.00,0.00,0.00,15.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Cripple Creek Animal Shelter,0.00,0.00,10.00,0.00,0.00,0.00,0.00,1.00,9.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Cuddle Bug Chinchillas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
dakota ranch dog rescue,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Dalmatian Rescue of Colorado, Inc.",0.00,4.00,0.00,0.00,7.00,18.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Dancing Dog Rescue and Recovery Ranch, Inc.",7.00,14.00,0.00,2.00,0.00,26.00,3.00,32.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,14.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
David Jackson,28.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Deborah A Hill,0.00,0.00,0.00,0.00,1.00,10.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,
Delta County Citizens for Animal Welfare and Shelter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,3.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,23.00,10.00,0.00,165.00,20.00,0.00,0.00,0.00,176.00,1.00,0.00,0.00,9.00,
Delta County Humane Society,0.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,7.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,18.00,65.00,0.00,9.00,0.00,0.00,64.00,0.00,0.00,0.00,0.00,
Demi's Animal Rescue Inc,0.00,7.00,0.00,7.00,23.00,7.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,4.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,13.00,13.00,60.00,5.00,79.00,0.00,1.00,0.00,0.00,0.00,27.00,0.00,7.00,11.00,124.00,60.00,206.00,0.00,0.00,0.00,0.00,
Denkai Animal Sanctuary,0.00,71.00,68.00,44.00,0.00,36.00,0.00,136.00,0.00,24.00,0.00,0.00,0.00,118.00,202.00,111.00,0.00,14.00,0.00,289.00,0.00,12.00,0.00,0.00,0.00,11.00,4.00,2.00,0.00,0.00,0.00,8.00,0.00,6.00,0.00,0.00,0.00,24.00,12.00,22.00,0.00,0.00,0.00,22.00,0.00,12.00,0.00,0.00,
Denver Animal Shelter,74.00,6.00,1816.00,322.00,82.00,0.00,397.00,604.00,1455.00,300.00,0.00,0.00,2.00,0.00,70.00,21.00,8.00,0.00,10.00,51.00,26.00,28.00,0.00,0.00,53.00,2.00,499.00,132.00,34.00,0.00,110.00,371.00,147.00,62.00,0.00,75.00,3.00,1.00,179.00,16.00,6.00,0.00,6.00,106.00,4.00,79.00,0.00,4.00,
Denver Cat Rescue,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.00,0.00,91.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.00,0.00,148.00,0.00,0.00,0.00,0.00,
Denver Dachshunds Rescue and Transport,0.00,36.00,0.00,22.00,12.00,146.00,0.00,186.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,9.00,9.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Denver Samoyed Association, Inc. (Denver Samoyed Rescue)",0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Do Over Dogs A Second Chance At Life,0.00,24.00,0.00,10.00,1.00,56.00,0.00,86.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,8.00,0.00,33.00,39.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Doberman Rescue of Colorado,1.00,1.00,0.00,5.00,7.00,2.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Doggy Dog World Rescue,0.00,5.00,0.00,0.00,0.00,69.00,0.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,54.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.00,0.00,81.00,0.00,0.00,0.00,0.00,
Dogs Unbroken,0.00,3.00,0.00,3.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Douglas County Canine Rescue,98.00,98.00,0.00,6.00,1.00,533.00,0.00,722.00,0.00,2.00,1.00,0.00,97.00,97.00,0.00,15.00,0.00,1031.00,40.00,1170.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Dumb Friends League Buddy Center,47.00,4.00,426.00,728.00,202.00,53.00,0.00,835.00,400.00,54.00,1.00,0.00,2.00,14.00,9.00,42.00,37.00,10.00,0.00,96.00,8.00,0.00,0.00,0.00,44.00,1.00,319.00,575.00,24.00,0.00,0.00,679.00,106.00,27.00,0.00,20.00,4.00,2.00,84.00,141.00,0.00,0.00,13.00,219.00,3.00,0.00,0.00,0.00,
Durango Animal Connection,0.00,0.00,12.00,1.00,0.00,15.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,31.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,3.00,0.00,19.00,0.00,29.00,0.00,0.00,0.00,0.00,
Eagle County Animal Shelter and Services,8.00,0.00,140.00,40.00,0.00,80.00,39.00,134.00,139.00,12.00,0.00,0.00,1.00,0.00,6.00,16.00,0.00,73.00,16.00,88.00,13.00,1.00,0.00,0.00,16.00,0.00,42.00,18.00,52.00,0.00,30.00,88.00,8.00,8.00,0.00,32.00,0.00,0.00,39.00,7.00,150.00,0.00,5.00,145.00,23.00,1.00,0.00,20.00,
Eagle Valley Humane Society,0,0,0,3,2,5,0,10,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,6,0,4,38,0,1,0,41,2,0,0,0,3,0,2,42,0,3,0,49,0,0,0,0,
Eastern Plains Animal Welfare Alliance - EPAWA,0.00,2.00,11.00,49.00,6.00,0.00,0.00,18.00,5.00,43.00,0.00,0.00,0.00,0.00,3.00,6.00,0.00,0.00,0.00,5.00,0.00,4.00,0.00,0.00,0.00,7.00,32.00,25.00,0.00,0.00,0.00,7.00,4.00,44.00,0.00,0.00,0.00,4.00,77.00,12.00,0.00,0.00,0.00,12.00,0.00,72.00,0.00,0.00,
Eaton Animal Den,3.00,0.00,45.00,0.00,0.00,0.00,0.00,5.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Echo Acres,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
El Paso County Canine Rescue,0.00,8.00,0.00,73.00,4.00,334.00,0.00,364.00,0.00,4.00,0.00,0.00,0.00,13.00,0.00,25.00,0.00,557.00,0.00,517.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,21.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,
English Springer Rescue America Inc,0.00,1.00,0.00,6.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Estes Park Pet Lodge, Inc",0.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,30.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,8.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Exotic Bird Ranch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Farfels Farm & Rescue,0.00,0.00,0.00,0.00,0.00,270.00,0.00,261.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191.00,0.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Feline Rescue Network, dba, Look What the Cat Brought In",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.00,0.00,0.00,59.00,57.00,33.00,0.00,170.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,133.00,15.00,15.00,0.00,93.00,0.00,7.00,0.00,0.00,
Ferret Dreams Rescue and Adoption,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Foothills Animal Shelter,47.00,5.00,1151.00,371.00,38.00,456.00,428.00,1157.00,1043.00,63.00,3.00,11.00,1.00,6.00,52.00,33.00,0.00,278.00,32.00,359.00,33.00,6.00,2.00,0.00,48.00,2.00,444.00,305.00,48.00,350.00,114.00,948.00,155.00,29.00,0.00,8.00,9.00,13.00,282.00,74.00,6.00,673.00,23.00,1006.00,6.00,9.00,1.00,2.00,
"For Pets' Sake, Inc.",0.00,3.00,0.00,2.00,1.00,0.00,0.00,2.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,55.00,0.00,0.00,346.00,6.00,0.00,53.00,0.00,341.00,0.00,3.00,0.00,177.00,0.00,0.00,22.00,6.00,0.00,166.00,0.00,21.00,
For The Howl Of It Inc,0.00,4.00,0.00,3.00,31.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,41.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
For the Love of Birds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Forgotten Felines Rescue,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,1.00,0.00,389.00,22.00,0.00,43.00,0.00,306.00,0.00,1.00,0.00,0.00,0.00,0.00,137.00,68.00,0.00,63.00,0.00,4.00,
Fort Morgan Humane Society,16.00,0.00,155.00,14.00,0.00,0.00,0.00,64.00,98.00,13.00,0.00,0.00,2.00,0.00,22.00,7.00,5.00,0.00,0.00,11.00,19.00,6.00,0.00,0.00,17.00,0.00,131.00,6.00,3.00,0.00,0.00,74.00,6.00,64.00,0.00,0.00,0.00,0.00,147.00,12.00,18.00,0.00,0.00,42.00,2.00,118.00,0.00,0.00,
Friends of Retired Greyhounds,0.00,17.00,0.00,9.00,0.00,60.00,0.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"From Forgotton to Forever Transport, Inc",0.00,19.00,0.00,20.00,3.00,186.00,0.00,189.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,14.00,0.00,74.00,0.00,79.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,12.00,1.00,55.00,0.00,58.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,9.00,0.00,66.00,0.00,65.00,0.00,0.00,0.00,0.00,
